date,period,months,accounts_payable,accumulated_amortization_finitelived_intangible_assets,accumulated_depreciation_fixed_assets,accumulated_other_comprehensive_income_loss,accumulated_other_comprehensive_income_loss_derivatives_adjustment,accumulated_other_comprehensive_income_loss_investment_adjustment,acquisition_divestitures_payments,advertising_expense,annual_debt_cashflow,annual_debt_proceeds,annual_debt_repayments,assets,average_shares_outstanding_basic,average_shares_outstanding_diluted,bad_trade_receivables,cash,cash_cash_equivalents,cash_cash_equivalents_restricted_cash_cash_equivalents,cash_equivalents,cashflow,change_accounts_payable,change_current_deferred_revenue,change_current_trade_receivables,change_inventories,change_other_current_assets,change_other_current_liabilities,commercial_paper,common_stock,common_stock_additional_paid_in_capital,common_stock_dividend_payments,comprehensive_income_loss,current_accrued_liabilities,current_accrued_marketing_expenses,current_accrued_taxes,current_assets,current_debt_cashflow,current_debt_securities,current_deferred_revenue,current_employee_related_liabilities,current_liabilities,current_longterm_debt,current_prepaid_expenses,current_securities,current_tax_assets,current_trade_receivables,debt_proceeds,debt_repayments,debt_securities_payments,debt_securities_proceeds,deferred_tax,depreciation,depreciation_depletion_amortization_accretion,derivatives_adjustment,derivatives_gain_loss_before_reclassification_after_tax,derivatives_gain_loss_reclassification_after_tax,dividend_payments,earnings_per_share_basic,earnings_per_share_diluted,equity,financing_cashflow,finished_goods,finitelived_intangible_assets,fixed_assets,fixed_assets_payments,foreign_currency_transaction_translation_adjustment,foreign_currency_transaction_translation_adjustment_tax,foreign_deferred_tax,furniture_fixtures,goodwill,gross_finitelived_intangible_assets,gross_fixed_assets,gross_intangible_assets,gross_profit,infinitelived_intangible_assets,intangible_assets,intangible_assets_amortization,intangible_assets_payments,interest_expense,inventory,investing_cashflow,investment_income,land_buildings,lease_rental_expense,liabilities,liabilities_equity,liquid_assets,local_deferred_tax,machinery_equipment,maturing_securities_proceeds,national_deferred_tax,net_income_loss,noncurrent_accrued_taxes,noncurrent_assets,noncurrent_debt_securities,noncurrent_deferred_revenue,noncurrent_liabilities,noncurrent_longterm_debt,noncurrent_securities,noncurrent_tax_liabilities,nonoperating_income_expense,nontrade_receivables,operating_cashflow,operating_expenses,operating_income_loss,other_comprehensive_income_loss,other_current_accrued_liabilities,other_current_assets,other_current_debt,other_current_debt_proceeds,other_current_debt_repayments,other_current_liabilities,other_financing_cashflow,other_investing_cashflow,other_noncurrent_accrued_liabilities,other_noncurrent_assets,other_noncurrent_liabilities,other_nonoperating_income_expense,other_operating_cashflow,parts_components,pretax_income_loss,product_revenue,product_revenue_cost,quarterly_debt_cashflow,research_development_expense,restricted_cash,restricted_cash_cash_equivalents,retained_earnings_accumulated_deficit,revenue,revenue_cost,securities_adjustment,securities_payments,securities_sales_reclassification,securities_sales_reclassification_tax,securities_unrealized_gain_loss,selling_general_administrative_expense,service_revenue,service_revenue_cost,sharebased_compensation,stock_payments,stock_proceeds,tax_expense_benefit,work_in_progress_raw_materials,debt_cashflow,current_debt,fixed_assets_cashflow,other_current_debt_cashflow,securities_cashflow,stock_cashflow,current_receivables,noncurrent_accrued_liabilities,nonoperating_income,acquisition_divestitures_cashflow,intangible_assets_cashflow,non_operating_expenses,financing_cash_inflow,working_capital,investing_cash_outflow,tax_ratio,interest_burden,net_profit_margin,tax_burden,return_on_equity
2014-09-27,FY,12,30196000000.0,3085000000.0,18391000000.0,1082000000.0,,,3765000000.0,1200000000.0,4441000000.0,4771000000.0,330000000.0,231839000000.0,6085572000.0,6122663000.0,86000000.0,,13844000000.0,,,,5938000000.0,1460000000.0,4232000000.0,76000000.0,-167000000.0,6010000000.0,6308000000.0,,23313000000.0,11126000000.0,41063000000.0,18453000000.0,2321000000.0,,68531000000.0,6306000000.0,,8491000000.0,1209000000.0,63448000000.0,,,11233000000.0,4318000000.0,17460000000.0,11960000000.0,,,,2347000000.0,,7946000000.0,,,,11031000000.0,6.49,6.45,111547000000.0,,1640000000.0,4042000000.0,20624000000.0,9571000000.0,-137000000.0,50000000.0,-658000000.0,,4616000000.0,7127000000.0,39015000000.0,,70537000000.0,100000000.0,4142000000.0,1100000000.0,242000000.0,384000000.0,2111000000.0,,1795000000.0,,,120292000000.0,231839000000.0,25077000000.0,-178000000.0,,18810000000.0,3183000000.0,39510000000.0,,21502000000.0,,3031000000.0,,,130162000000.0,20259000000.0,980000000.0,9759000000.0,,18034000000.0,52503000000.0,1553000000.0,8498000000.0,9806000000.0,,,,,,-16000000.0,4567000000.0,3764000000.0,24826000000.0,-431000000.0,,471000000.0,53483000000.0,,,1865000000.0,6041000000.0,,,87152000000.0,182795000000.0,112258000000.0,151000000.0,217128000000.0,134000000.0,71000000.0,285000000.0,11993000000.0,,,2863000000.0,45000000000.0,730000000.0,13973000000.0,,,,9571000000.0,,,45730000000.0,9759000000.0,,1795000000.0,-3765000000.0,-242000000.0,384000000.0,,-36779000000.0,230706000000.0,0.26126058747639436,1.0186656000609489,0.21614376760852322,0.7387394125236056,0.3542004715501089
2014-09-27,Q4,3,30196000000.0,3085000000.0,18391000000.0,1082000000.0,,,2867000000.0,,,,,231839000000.0,-50575000.0,-50194000.0,86000000.0,,13844000000.0,,,,8469000000.0,66000000.0,6546000000.0,246000000.0,764000000.0,5586000000.0,6308000000.0,,23313000000.0,2829000000.0,9463000000.0,18453000000.0,2321000000.0,,68531000000.0,4296000000.0,,8491000000.0,1209000000.0,63448000000.0,,,11233000000.0,4318000000.0,17460000000.0,0.0,,,,-807000000.0,,1969000000.0,,,,2807000000.0,1.43,1.42,111547000000.0,,1640000000.0,4042000000.0,20624000000.0,3826000000.0,-102000000.0,,,,4616000000.0,7127000000.0,39015000000.0,,16009000000.0,100000000.0,4142000000.0,,26000000.0,115000000.0,2111000000.0,,519000000.0,,,120292000000.0,231839000000.0,25077000000.0,,,3699000000.0,,8467000000.0,,21502000000.0,,3031000000.0,,,130162000000.0,20259000000.0,307000000.0,9759000000.0,,4844000000.0,11165000000.0,996000000.0,8498000000.0,9806000000.0,,,,,,-9000000.0,4567000000.0,3764000000.0,24826000000.0,-97000000.0,,471000000.0,11472000000.0,,,,1686000000.0,,,87152000000.0,42123000000.0,26114000000.0,-317000000.0,56466000000.0,52000000.0,,-265000000.0,3158000000.0,,,762000000.0,17000000000.0,295000000.0,3005000000.0,,,,3826000000.0,,,17295000000.0,9759000000.0,,519000000.0,-2867000000.0,-26000000.0,115000000.0,,-36779000000.0,63185000000.0,0.261942119944212,1.0274966412897448,0.20100657597986848,0.738057880055788,0.07590522380700512
2014-12-27,Q1,3,38001000000.0,3371000000.0,20355000000.0,1963000000.0,,,23000000.0,,-2471000000.0,197000000.0,2668000000.0,261894000000.0,5843082000.0,5881803000.0,87000000.0,,19478000000.0,,,,9003000000.0,945000000.0,-751000000.0,172000000.0,1648000000.0,4667000000.0,3899000000.0,,24187000000.0,2801000000.0,18905000000.0,22724000000.0,1960000000.0,,83403000000.0,-2409000000.0,,8987000000.0,1316000000.0,73611000000.0,,,12985000000.0,,16709000000.0,3485000000.0,,,,2197000000.0,,2575000000.0,,,,2750000000.0,3.08,3.06,123328000000.0,,2055000000.0,4270000000.0,20392000000.0,3217000000.0,-66000000.0,,,,4629000000.0,7641000000.0,40747000000.0,,29741000000.0,100000000.0,4370000000.0,,48000000.0,131000000.0,2283000000.0,,654000000.0,,,138566000000.0,261894000000.0,32463000000.0,,,2807000000.0,,18024000000.0,,178491000000.0,,3480000000.0,,,145492000000.0,23371000000.0,170000000.0,13267000000.0,,5495000000.0,24246000000.0,881000000.0,11478000000.0,13635000000.0,,,,,,-65000000.0,5600000000.0,3608000000.0,28971000000.0,-353000000.0,,228000000.0,24416000000.0,,,62000000.0,1895000000.0,,,97178000000.0,74599000000.0,44858000000.0,-470000000.0,44915000000.0,14000000.0,,-456000000.0,3600000000.0,,,888000000.0,5030000000.0,80000000.0,6392000000.0,,,,3217000000.0,,,5110000000.0,13267000000.0,,654000000.0,-23000000.0,-48000000.0,131000000.0,,-45175000000.0,48203000000.0,0.26179554390563564,1.0070114658087932,0.24161181785278624,0.7382044560943644,0.14614686040477426
2015-03-28,Q2,3,23159000000.0,3711000000.0,22309000000.0,2710000000.0,,,92000000.0,,-1022000000.0,350000000.0,1372000000.0,261194000000.0,5793799000.0,5834858000.0,83000000.0,,14489000000.0,,,,-14431000000.0,48000000.0,-5804000000.0,113000000.0,-4096000000.0,1012000000.0,3799000000.0,,25376000000.0,2743000000.0,14316000000.0,22827000000.0,1384000000.0,,67891000000.0,-99000000.0,,8944000000.0,1254000000.0,58729000000.0,,,18607000000.0,,10905000000.0,7847000000.0,,,,-318000000.0,,2479000000.0,,,,2734000000.0,2.34,2.33,129006000000.0,,1859000000.0,3961000000.0,20151000000.0,2369000000.0,-180000000.0,,,,4711000000.0,7672000000.0,42460000000.0,,23656000000.0,100000000.0,4061000000.0,,107000000.0,163000000.0,2396000000.0,,675000000.0,,,132188000000.0,261194000000.0,33096000000.0,,,3064000000.0,,13569000000.0,,193303000000.0,,3571000000.0,,,160443000000.0,23825000000.0,286000000.0,7259000000.0,,5378000000.0,18278000000.0,747000000.0,11899000000.0,9094000000.0,,,,,,-23000000.0,5991000000.0,3937000000.0,29816000000.0,-226000000.0,,537000000.0,18564000000.0,,,923000000.0,1918000000.0,,,100920000000.0,58010000000.0,34354000000.0,629000000.0,47608000000.0,-36000000.0,,593000000.0,3460000000.0,,,927000000.0,6970000000.0,229000000.0,4995000000.0,,,,2369000000.0,,,7199000000.0,7259000000.0,,675000000.0,-92000000.0,-107000000.0,163000000.0,,-36331000000.0,50176000000.0,0.26906916612798965,1.0156472261735419,0.2339079469057059,0.7309308338720103,0.10518115436491327
2015-06-27,Q3,3,26474000000.0,3991000000.0,24395000000.0,1098000000.0,,,115000000.0,,1106000000.0,2054000000.0,948000000.0,273151000000.0,5729886000.0,5773099000.0,83000000.0,,15319000000.0,,,,2165000000.0,47000000.0,-535000000.0,-354000000.0,162000000.0,-1231000000.0,4499000000.0,,26327000000.0,3053000000.0,9065000000.0,22724000000.0,1651000000.0,,70953000000.0,700000000.0,,9088000000.0,1551000000.0,65285000000.0,2500000000.0,,19384000000.0,,10370000000.0,9980000000.0,,,,941000000.0,,3084000000.0,,,,2997000000.0,1.86,1.85,125677000000.0,,1568000000.0,3679000000.0,21149000000.0,2043000000.0,67000000.0,,,,5044000000.0,7670000000.0,45544000000.0,,19681000000.0,100000000.0,3779000000.0,,46000000.0,201000000.0,2042000000.0,,766000000.0,,,147474000000.0,273151000000.0,34703000000.0,,,4045000000.0,,10677000000.0,,202198000000.0,,3474000000.0,,47419000000.0,168145000000.0,24539000000.0,390000000.0,9537000000.0,,5598000000.0,14083000000.0,-1612000000.0,11450000000.0,9291000000.0,,,,,,-46000000.0,6757000000.0,4081000000.0,31296000000.0,-175000000.0,,474000000.0,14473000000.0,,,-406000000.0,2034000000.0,,,98252000000.0,49605000000.0,29924000000.0,-420000000.0,45001000000.0,-3000000.0,,-423000000.0,3564000000.0,,,856000000.0,10000000000.0,15000000.0,3796000000.0,,,,2043000000.0,,,10015000000.0,9537000000.0,,766000000.0,-115000000.0,-46000000.0,201000000.0,,-37619000000.0,47205000000.0,0.2622814896704208,1.0276929631470568,0.21524039915331117,0.7377185103295792,0.08495587895955505
2015-09-26,FY,12,35490000000.0,4332000000.0,26786000000.0,-345000000.0,,,343000000.0,1800000000.0,-3102000000.0,3851000000.0,6953000000.0,290479000000.0,5753421000.0,5793069000.0,82000000.0,,21120000000.0,,,,5400000000.0,1042000000.0,-611000000.0,238000000.0,179000000.0,8746000000.0,8499000000.0,,27416000000.0,11561000000.0,51967000000.0,25181000000.0,,,89378000000.0,2191000000.0,,8940000000.0,,80610000000.0,2500000000.0,,20481000000.0,,16849000000.0,27114000000.0,,,,1382000000.0,,11257000000.0,,,,11431000000.0,9.28,9.22,119355000000.0,,,3793000000.0,22471000000.0,11247000000.0,-411000000.0,201000000.0,-1806000000.0,,5116000000.0,8125000000.0,49257000000.0,,93626000000.0,100000000.0,3893000000.0,1300000000.0,241000000.0,733000000.0,2349000000.0,,2921000000.0,,,171124000000.0,290479000000.0,41601000000.0,-220000000.0,,14538000000.0,3408000000.0,53394000000.0,,23784000000.0,,3624000000.0,,53463000000.0,164065000000.0,24062000000.0,1285000000.0,13494000000.0,,22396000000.0,71230000000.0,-1427000000.0,,9539000000.0,,,,,,26000000.0,9365000000.0,5556000000.0,33427000000.0,-903000000.0,,,72515000000.0,,,5293000000.0,8067000000.0,,,92284000000.0,233715000000.0,140089000000.0,-424000000.0,166402000000.0,-59000000.0,-32000000.0,-483000000.0,14329000000.0,,,3586000000.0,35253000000.0,543000000.0,19121000000.0,,,,11247000000.0,,,35796000000.0,13494000000.0,,2921000000.0,-343000000.0,-241000000.0,733000000.0,,-44828000000.0,178233000000.0,0.26368337585327173,1.0180401516215078,0.22845773698735639,0.7363166241467283,0.44735453060198566
2015-09-26,Q4,3,35490000000.0,4332000000.0,26786000000.0,-345000000.0,,,113000000.0,,-715000000.0,1250000000.0,1965000000.0,290479000000.0,-35501000.0,-36851000.0,82000000.0,,21120000000.0,,,,8663000000.0,2000000.0,6479000000.0,307000000.0,2465000000.0,4298000000.0,8499000000.0,,27416000000.0,2964000000.0,9681000000.0,25181000000.0,,,89378000000.0,3999000000.0,,8940000000.0,,80610000000.0,2500000000.0,,20481000000.0,,16849000000.0,5802000000.0,,,,-1438000000.0,,3119000000.0,,,,2950000000.0,1.97,1.96,119355000000.0,,,3793000000.0,22471000000.0,3618000000.0,-232000000.0,,,,5116000000.0,8125000000.0,49257000000.0,,20548000000.0,100000000.0,3893000000.0,,40000000.0,238000000.0,2349000000.0,,826000000.0,,,171124000000.0,290479000000.0,41601000000.0,,,4622000000.0,,11124000000.0,,23784000000.0,,3624000000.0,,53463000000.0,164065000000.0,24062000000.0,439000000.0,13494000000.0,,5925000000.0,14623000000.0,-1443000000.0,,9539000000.0,,,,,,160000000.0,9365000000.0,5556000000.0,33427000000.0,-149000000.0,,,15062000000.0,,,4714000000.0,2220000000.0,,,92284000000.0,51501000000.0,30953000000.0,-163000000.0,28878000000.0,-34000000.0,,-197000000.0,3705000000.0,,,915000000.0,13253000000.0,219000000.0,3938000000.0,,,,3618000000.0,,,13472000000.0,13494000000.0,,826000000.0,-113000000.0,-40000000.0,238000000.0,,-44828000000.0,32649000000.0,0.26145266232903996,1.0300211994802708,0.21599580590668144,0.73854733767096,0.09320095513384441
2015-12-26,Q1,3,33312000000.0,4666000000.0,29042000000.0,-1480000000.0,,,86000000.0,,-847000000.0,492000000.0,1339000000.0,293284000000.0,5558930000.0,5594127000.0,63000000.0,,16689000000.0,,,,-852000000.0,-29000000.0,-3896000000.0,102000000.0,893000000.0,-368000000.0,7259000000.0,,28253000000.0,2969000000.0,17226000000.0,24032000000.0,,,76219000000.0,-1240000000.0,,8989000000.0,,76092000000.0,2500000000.0,,21385000000.0,,12953000000.0,,,,,1592000000.0,,2954000000.0,,,,2898000000.0,3.3,3.28,128267000000.0,,,3824000000.0,22300000000.0,3612000000.0,-102000000.0,,,,5202000000.0,8490000000.0,51342000000.0,,30423000000.0,100000000.0,3924000000.0,,394000000.0,276000000.0,2451000000.0,,941000000.0,,,165017000000.0,293284000000.0,38074000000.0,,,3514000000.0,,18361000000.0,,217065000000.0,,3546000000.0,,53204000000.0,177665000000.0,21617000000.0,402000000.0,11668000000.0,,6252000000.0,24171000000.0,-1135000000.0,,11073000000.0,,,,,,298000000.0,10558000000.0,7974000000.0,32175000000.0,-263000000.0,,,24573000000.0,,,-393000000.0,2404000000.0,,,101494000000.0,75872000000.0,45449000000.0,-875000000.0,47836000000.0,-47000000.0,,-922000000.0,3848000000.0,,,1078000000.0,6863000000.0,1000000.0,6212000000.0,,,,3612000000.0,,,6864000000.0,11668000000.0,,941000000.0,-86000000.0,-394000000.0,276000000.0,,-43225000000.0,51928000000.0,0.2527977861880926,1.0166315005585205,0.24199968367777308,0.7472022138119073,0.14314671739418558
2016-03-26,Q2,3,25098000000.0,5054000000.0,30848000000.0,-1048000000.0,,,54000000.0,,-316000000.0,177000000.0,493000000.0,305277000000.0,5514381000.0,5540886000.0,60000000.0,,21514000000.0,,,,-8623000000.0,248000000.0,-724000000.0,-170000000.0,-1193000000.0,-1725000000.0,7998000000.0,,29484000000.0,2902000000.0,10948000000.0,23208000000.0,,,87592000000.0,737000000.0,,9461000000.0,,68265000000.0,2500000000.0,,33769000000.0,,12229000000.0,,,,,1500000000.0,,2477000000.0,,,,2879000000.0,1.91,1.9,130457000000.0,,,3743000000.0,23203000000.0,2336000000.0,120000000.0,,,,5249000000.0,8797000000.0,54051000000.0,,19921000000.0,100000000.0,3843000000.0,,263000000.0,321000000.0,2281000000.0,,986000000.0,,,174820000000.0,305277000000.0,55283000000.0,,,5634000000.0,,10516000000.0,,217685000000.0,,3322000000.0,,69374000000.0,177645000000.0,22955000000.0,155000000.0,7595000000.0,,5934000000.0,13987000000.0,432000000.0,,10204000000.0,,,,,,24000000.0,10904000000.0,7745000000.0,33859000000.0,-510000000.0,,,14142000000.0,,,1053000000.0,2511000000.0,,,102021000000.0,50557000000.0,30636000000.0,1018000000.0,38406000000.0,-49000000.0,,969000000.0,3423000000.0,,,1048000000.0,6667000000.0,246000000.0,3626000000.0,,,,2336000000.0,,,6913000000.0,7595000000.0,,986000000.0,-54000000.0,-263000000.0,321000000.0,,-38430000000.0,41059000000.0,0.25639937774006505,1.011081718738829,0.2080028482702692,0.743600622259935,0.08060893627785401
2016-06-25,Q3,3,26318000000.0,5411000000.0,32543000000.0,-107000000.0,,,6000000.0,,1001000000.0,1177000000.0,176000000.0,305602000000.0,5443058000.0,5472781000.0,55000000.0,,18237000000.0,,,,-147000000.0,-1367000000.0,-515000000.0,-450000000.0,-843000000.0,-3402000000.0,12496000000.0,,30106000000.0,3187000000.0,8737000000.0,20820000000.0,,,93761000000.0,4495000000.0,,8352000000.0,,71486000000.0,3500000000.0,,43519000000.0,,11714000000.0,2400000000.0,,,,2099000000.0,,2526000000.0,,,,3117000000.0,1.43,1.42,126541000000.0,,,3406000000.0,25448000000.0,2809000000.0,46000000.0,,,,5261000000.0,8817000000.0,57991000000.0,8917000000.0,16106000000.0,100000000.0,3506000000.0,,96000000.0,409000000.0,1831000000.0,,1036000000.0,,,179061000000.0,305602000000.0,61756000000.0,,,5767000000.0,,7796000000.0,,211841000000.0,,3064000000.0,,68939000000.0,169764000000.0,24560000000.0,364000000.0,7328000000.0,,6001000000.0,10105000000.0,941000000.0,,11132000000.0,,,,,,-1000000.0,11012000000.0,7862000000.0,35572000000.0,-263000000.0,,,10469000000.0,,,3494000000.0,2560000000.0,,,96542000000.0,42358000000.0,26252000000.0,1158000000.0,25826000000.0,12000000.0,,1170000000.0,3441000000.0,,,1054000000.0,10166000000.0,0.0,2673000000.0,,,,2809000000.0,,,10166000000.0,7328000000.0,,1036000000.0,-6000000.0,-96000000.0,409000000.0,,-37979000000.0,28737000000.0,0.25532524596427547,1.0360217714002968,0.18405023844374144,0.7446747540357245,0.06160849052876143
2016-09-24,FY,12,37294000000.0,5806000000.0,34235000000.0,634000000.0,,,297000000.0,,472000000.0,3632000000.0,3160000000.0,321686000000.0,5470820000.0,5500281000.0,53000000.0,,20484000000.0,,,,1791000000.0,-1554000000.0,-1095000000.0,-217000000.0,-1090000000.0,-2104000000.0,8105000000.0,,31251000000.0,12150000000.0,46666000000.0,22027000000.0,,,106869000000.0,-397000000.0,,8080000000.0,,79006000000.0,3500000000.0,,46671000000.0,,15754000000.0,24954000000.0,2500000000.0,,,4938000000.0,,10505000000.0,,,,11965000000.0,8.35,8.31,128249000000.0,,,3106000000.0,27010000000.0,12734000000.0,75000000.0,8000000.0,33000000.0,,5414000000.0,8912000000.0,61245000000.0,9012000000.0,84263000000.0,100000000.0,3206000000.0,1500000000.0,814000000.0,1456000000.0,2132000000.0,,3999000000.0,,,193437000000.0,321686000000.0,67155000000.0,-138000000.0,,21258000000.0,5043000000.0,45687000000.0,,27010000000.0,,2930000000.0,,75427000000.0,170430000000.0,26019000000.0,1348000000.0,13545000000.0,,24239000000.0,60024000000.0,979000000.0,,8283000000.0,,,,,,110000000.0,10055000000.0,8757000000.0,36074000000.0,-1195000000.0,,,61372000000.0,,,-869000000.0,10045000000.0,,,96364000000.0,215639000000.0,131376000000.0,1638000000.0,142428000000.0,-56000000.0,-31000000.0,1582000000.0,14194000000.0,,,4210000000.0,29722000000.0,495000000.0,15685000000.0,,22454000000.0,,12734000000.0,,,30217000000.0,13545000000.0,,3999000000.0,-297000000.0,-814000000.0,1456000000.0,,-43644000000.0,156273000000.0,0.2555725738121619,1.0224576835932293,0.211867983064288,0.7444274261878381,0.3562366958026963
2016-09-24,Q4,3,37294000000.0,5806000000.0,34235000000.0,634000000.0,,,151000000.0,,634000000.0,1786000000.0,1152000000.0,321686000000.0,-34636000.0,-35650000.0,53000000.0,,20484000000.0,,,,11413000000.0,-406000000.0,4040000000.0,301000000.0,53000000.0,3391000000.0,8105000000.0,,31251000000.0,3092000000.0,9755000000.0,22027000000.0,,,106869000000.0,-4389000000.0,,8080000000.0,,79006000000.0,3500000000.0,,46671000000.0,,15754000000.0,6970000000.0,0.0,,,-253000000.0,,2548000000.0,,,,3071000000.0,1.68,1.67,128249000000.0,,,3106000000.0,27010000000.0,3977000000.0,11000000.0,,,,5414000000.0,8912000000.0,61245000000.0,9012000000.0,17813000000.0,100000000.0,3206000000.0,,61000000.0,450000000.0,2132000000.0,,1036000000.0,,,193437000000.0,321686000000.0,67155000000.0,,,6343000000.0,,9014000000.0,,27010000000.0,,2930000000.0,,75427000000.0,170430000000.0,26019000000.0,427000000.0,13545000000.0,,6052000000.0,11761000000.0,741000000.0,,8283000000.0,,,,,,-211000000.0,10055000000.0,8757000000.0,36074000000.0,-159000000.0,,,12188000000.0,,,-5023000000.0,2570000000.0,,,96364000000.0,46852000000.0,29039000000.0,337000000.0,30360000000.0,28000000.0,,365000000.0,3482000000.0,,,1030000000.0,6026000000.0,248000000.0,3174000000.0,,6970000000.0,,3977000000.0,,,6274000000.0,13545000000.0,,1036000000.0,-151000000.0,-61000000.0,450000000.0,,-43644000000.0,34549000000.0,0.26042008532983263,1.036306436527506,0.19239306753180227,0.7395799146701674,0.07028514842220993
2016-12-31,Q1,3,38510000000.0,4724000000.0,36249000000.0,245000000.0,,,17000000.0,,835000000.0,2544000000.0,1709000000.0,331141000000.0,5298661000.0,5327995000.0,53000000.0,,16371000000.0,,,,2460000000.0,42000000.0,-1697000000.0,580000000.0,1446000000.0,1946000000.0,10493000000.0,,32144000000.0,3130000000.0,17502000000.0,23739000000.0,,,103332000000.0,2385000000.0,,7889000000.0,,84130000000.0,3499000000.0,,44081000000.0,,14057000000.0,,,,,1452000000.0,,2987000000.0,,,,3042000000.0,3.38,3.36,132390000000.0,,,2748000000.0,26510000000.0,3334000000.0,-375000000.0,76000000.0,,,5423000000.0,7472000000.0,62759000000.0,7572000000.0,30176000000.0,100000000.0,2848000000.0,,86000000.0,525000000.0,2712000000.0,,1224000000.0,,,198751000000.0,331141000000.0,60452000000.0,,,6525000000.0,,17891000000.0,,227809000000.0,,3163000000.0,,73557000000.0,185638000000.0,26948000000.0,821000000.0,13920000000.0,,6817000000.0,23359000000.0,-389000000.0,,12191000000.0,,,,,,104000000.0,10953000000.0,7390000000.0,37901000000.0,122000000.0,274000000.0,,24180000000.0,,,1550000000.0,2871000000.0,,,100001000000.0,78351000000.0,48175000000.0,-1788000000.0,54272000000.0,-20000000.0,-11000000.0,-1808000000.0,3946000000.0,,,1256000000.0,10851000000.0,,6289000000.0,,,,3334000000.0,,,,13920000000.0,,1224000000.0,-17000000.0,-86000000.0,525000000.0,,-45617000000.0,57709000000.0,0.26009098428453264,1.0351470525279336,0.22834424576584855,0.7399090157154673,0.13513860563486668
2017-04-01,Q2,3,28573000000.0,4741000000.0,37961000000.0,-422000000.0,,,50000000.0,,2362000000.0,4513000000.0,2151000000.0,334532000000.0,5225791000.0,5261688000.0,53000000.0,,15157000000.0,,,,-9322000000.0,-263000000.0,-2486000000.0,198000000.0,-550000000.0,-1630000000.0,9992000000.0,,33579000000.0,3004000000.0,10362000000.0,23096000000.0,,,101990000000.0,-506000000.0,,7682000000.0,,73342000000.0,3999000000.0,,51944000000.0,,11579000000.0,,,,,1370000000.0,,2332000000.0,,,,2988000000.0,2.11,2.1,134082000000.0,,,2517000000.0,27163000000.0,2975000000.0,214000000.0,44000000.0,,,5473000000.0,7258000000.0,65124000000.0,7358000000.0,20591000000.0,100000000.0,2617000000.0,,40000000.0,530000000.0,2910000000.0,,1282000000.0,,,200450000000.0,334532000000.0,67101000000.0,,,5904000000.0,,11029000000.0,,232542000000.0,,3107000000.0,,84531000000.0,189740000000.0,28226000000.0,587000000.0,9033000000.0,,6494000000.0,14097000000.0,-667000000.0,,11367000000.0,,,,,,-220000000.0,11244000000.0,7549000000.0,39470000000.0,-165000000.0,-65000000.0,,14684000000.0,,,-2868000000.0,2776000000.0,,,100925000000.0,52896000000.0,32305000000.0,451000000.0,45549000000.0,13000000.0,7000000.0,464000000.0,3718000000.0,,,1217000000.0,7161000000.0,,3655000000.0,,,,2975000000.0,,,,9033000000.0,,1282000000.0,-50000000.0,-40000000.0,530000000.0,,-39726000000.0,48614000000.0,0.24891037864342141,1.0416400652621125,0.20850347852389595,0.7510896213565786,0.08225563461165555
2017-07-01,Q3,3,31915000000.0,5014000000.0,39695000000.0,-545000000.0,,,181000000.0,,812000000.0,5576000000.0,4764000000.0,345173000000.0,5195088000.0,5233499000.0,55000000.0,,18571000000.0,,,,1650000000.0,-197000000.0,802000000.0,236000000.0,2333000000.0,-2792000000.0,11980000000.0,,34445000000.0,3281000000.0,8594000000.0,23304000000.0,,,112875000000.0,1987000000.0,,7608000000.0,,81302000000.0,6495000000.0,,58188000000.0,,12399000000.0,10750000000.0,,,,1942000000.0,,2354000000.0,,,,3469000000.0,1.68,1.67,132425000000.0,-1769000000.0,,2344000000.0,29286000000.0,2277000000.0,120000000.0,35000000.0,,,5661000000.0,7358000000.0,68981000000.0,7458000000.0,17488000000.0,100000000.0,2444000000.0,,83000000.0,602000000.0,3146000000.0,-3180000000.0,1327000000.0,,,212748000000.0,345173000000.0,76759000000.0,,,6918000000.0,,8717000000.0,,232298000000.0,,2984000000.0,,89864000000.0,184757000000.0,30191000000.0,540000000.0,10233000000.0,8363000000.0,6720000000.0,10768000000.0,-123000000.0,,10338000000.0,,,,,,-197000000.0,8407000000.0,10150000000.0,38598000000.0,-185000000.0,-67000000.0,,11308000000.0,,,1175000000.0,2937000000.0,,,98525000000.0,45408000000.0,27920000000.0,332000000.0,23960000000.0,32000000.0,16000000.0,364000000.0,3783000000.0,,,1193000000.0,7093000000.0,1000000.0,2591000000.0,,,,2277000000.0,,,7094000000.0,10233000000.0,,1327000000.0,-181000000.0,-83000000.0,602000000.0,,-41840000000.0,26501000000.0,0.22912981959674567,1.050148588410104,0.19197057787174066,0.7708701804032543,0.06582593921087408
